"score","city","title","review"
"4","Hillsdale","Great travel water bowl","I am happy with this product and they are spill proof as stated. I would love to see a cover to make this product leak proof too! If you lay the travel water bowl flat they do not spill"
"4","Greenwood","Incredible!","The name of this book is what caught my eye"
"5","Parkland","Novice user"," but good enough to see a good stick."
"5","Denver","Great book to learn banjo!!","I bought it as an extra book and have used the same book for years (mine was deteriorating) and have shown it to many friends to use when they express an interest in learning to play the banjo. It is a great book. I love it."
"3","Holliston","Retraction! Company fixed CD Works Great now!","The company fixed the CD and sounds great now! Great company to work with. Very responsive. Would definitely buy from them again!Would definitely give them 5 stars but Amazons review editing system won't let me change my rating!"
"4","Beavercreek","Worked like a charm!","Wasn't sure what was wrong with my ice maker"
"3","Merriam","GE=No Good","GE neglects to inform you that you need a special 1/4 inch saddle valve! It cost me 150.00 for a diagnosis with out putting it on. If your cubes are hollow or slushie this is the problem. I contacted GE with 502-452-4205 they dismiss the problem and cost. I will never buy GE again!"
"2","Ridgewood","A HUGE Disappointment","I have to admit this CD is my most major disappoint so far this year. There just doesn't seem to be much energy left in GVSB. I've always suspected that Scott McCloud was the real talent behind this group"
"4","Lakewood","Guitar","Great guitar to buy if you want to save some money on a beginner guitar. Acoustics are always a good first guitar it helps you develop fundamentals. And it sounds great for the price."
"5","Rotonda","Penguin","The real pictures in this book are great! It describes the life cycle of a penguin in easy-to-understand words."
"5","Harborcreek","Los Mocosos does it again!!!!!!!!!!!","Los Mocosos is a very unique band with strong latin roots from the Mission Dist. If you are a fan of Santana"
"3","Willow Grove","Waste of money and dangerous Steroids too","This stuff was a waste of money. It contains Androst chemicals which are steroids. There are safer products on the market too. I tried Instinto Sensual. It is safe and works great too."
"4","Duxbury","hooks the brillant","this is a throuogh explanation on the state of the African American. it is a worthwhile book for anyone intersted in African Amrican people. it is a brillant book writtn by a brillant writer. it worth buying and reading it."
"3","Horn Lake","Poor Sound Quality for the price","Compared to Shure's E2cs"
"1","Pine Lake Park","Creative Zen Aurvana In-Ear Headphones","They make it sould like these are active noise canceling headphones. They are also priced like they are. However"
"2","Montgomery","Comfortable but ...","These are very comfortable"
"3","Olympia","Wrong item received","I ordered the hardcover book pictured at a price of $66. I received a paperback with a cover price of 95 cents! Waiting to hear from the seller."
"3","Laurel","ceramabryte scraper","This tool is small for nice storage and use. The razor or sharp edge works perfect on my flat top stove for scraping off burnt on stuff before I use the rest of ceramabryte prodects to clean it. The razor appears to be replaceable."
"2","Van Buren","Not Worth the Money - Skip It!","This book is a waste of money. It contains dated information and it is not well organized. You could find better data on Google.I was looking for a list of addresses for softball and volleyball players and there is no place in the book to find names that are grouped by sport.Save your money - take a few minutes and look up the information yourself. A real mess!"
"1","San Elizario","The book was mostly just boring.","A few of the chapters were interesting. I liked the ones about slave revolts"
"1","Shawangunk","Hypocrite Lecteur!","Ladies and gentlemen of the jury"
"2","Oroville","Not funny. No real plot. Poor satire. Not well written","I was greatly disappointed with Bear V. Shark. I expected something funny. It is not. I expected satire and political humor"
"3","Shawangunk","A lot of syrup","This DVD has a few really enjoyeable songs. It is one of those videos that seeing it one time is enough. There are some good history points and traveling interest Daniel explains and good scenery of Ireland which make the video palatable. Too much video footage is of Daniel himself. I would recommed buying this DVD if you can get it for a low price."
"1","McAllen","Works for 6 weeks","This unit broke"
"2","Middletown","Do not buy","I had this gun about 6 months before it just quit working. Save your money and buy something else."
"2","Phoenixville","Not worth it.","I purchased this in February 2012. It died in late July 2012. In that span of time I had used the gun perhaps 7-8 times for a total of no more than 2-3 hours of cumulative use. Then last Saturday the gun just died. I happened to notice a bit of sparking though the vents in the lower housing and then that was all they wrote for the heat gun.It does have a 2 year warranty"
"2","Berlin","Nice toy"," poor training device"
"3","Largo","Not a top quality blackjack toy for the money","The blackjack game does not exhibit odds. You can't double-down on multiple hands (Las Vegas permits you doing this). The hit button is overly sensitive--two cards are dealt instead of one. I question about the true randomness of the cards dealt."
"3","Great Neck","XR41s and Tri-whammers","Okay so I made those words up. They're not actual military terms. Buried in this Tom Clancy book though"
"3","Philipstown","A good idea made into a bad novel","This novel is very long and boring.When Clancy describes the submarine battles"
"3","Coventry","Greatest contemporary war story ever written","I read this book while stationed in Germany in the late eighties and its still one of the greatest reads I've ever had....The story is so believable"
"1","Beaufort","Severe Printing Errors","I have not yet read the entire book"
"2","Lakeside","crap","This was pretty crap none of the kids like them and they are not amazing at all. My kids threw them in the trash first day"
"2","Ontario","its a rip off.","There is only ONE page of useful info in the entire book. I am not kidding! ONE page. Everything else is fluff to sell a book. I thought it might be fun to read in bed w/ my girlfriend...negative.the one page has a fairly accurate diagram of the vagina w/ some arrows that say rub here.Everything else was crap.And a waste of time.I guess if you are a terrible lover who doesn't try and please your woman - it could be marginally useful but not in comparison to most texts out there.If you know it's important to get your girl turned on before going to work than all you need out of this book is that one page. Look it up on the net and save your money."
